Clouds,Six Feet Under,Billie Eilish,Six Feet Under,https://i.scdn.co/image/ab67616d0000b273fae80fc6c7f60e75cfc519c7,75,high,74.33333333333333,14,14,0.9815120435120435
Sunny,Happier Than Ever,Billie Eilish,Happier Than Ever,https://i.scdn.co/image/ab67616d0000b2732a038d3bf875d23e4aeaa84e,87,high,74.33333333333333,17,17,0.9574874777999777
Fog,cardigan,Taylor Swift,folklore,https://i.scdn.co/image/ab67616d0000b27395f754318336a07e85ec59bc,89,high,72.75294117647059,8,8,0.99667572011322
Clouds,THE LONELIEST,Måneskin,THE LONELIEST,https://i.scdn.co/image/ab67616d0000b27309f2f176083d10c8c3c822da,81,high,73.83333333333333,13,13,0.9781075244200244
